year,yr_surv,col_area,rs,nboffspring,sum_surv,yrlg_disp,death_type,massjun,massaug,nb_mass,uid,uid.year
2007,1,mm,wean,6,NA,NA,NA,2554.199649,3400.817256,7,55,55 _ 2007
2008,0,mm,no,NA,NA,NA,NA,2658.672468,4459.491651,4,55,55 _ 2008
2005,0,picnic,no,NA,NA,NA,NA,627.8040165,1380.402911,1,272,272 _ 2005
2006,0,river,no,NA,NA,NA,NA,419.9642315,1678.23192,6,707,707 _ 2006
2005,0,river,no,NA,NA,NA,NA,303.2235216,1012.08177,4,1828,1828 _ 2005
2005,1,picnic,no,NA,NA,NA,NA,550.8322643,1245.412826,2,853,853 _ 2005
2006,0,picnic_upper,NA,NA,NA,1,NA,NA,NA,NA,853,853 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,316.2469173,1140.742161,1,1465,1465 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,313.9207483,1132.570552,3,588,588 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,314.1296606,1011.885515,2,491,491 _ 2006
2006,1,river,no,NA,NA,NA,NA,432.7981794,1262.391784,2,224,224 _ 2006
2007,0,river,no,NA,NA,0,NA,1661.416088,3132.848709,5,224,224 _ 2007
2006,0,gothictown,no,NA,NA,NA,NA,288.1244453,1168.248553,1,1529,1529 _ 2006
2006,0,river,no,NA,NA,NA,NA,579.3372987,1592.976568,1,891,891 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,334.2488263,1176.404641,5,541,541 _ 2006
2007,0,bench,no,NA,NA,NA,NA,648.6069561,1878.895921,1,544,544 _ 2007
2006,0,picnic_lower,no,NA,NA,NA,NA,619.707934,1141.564488,1,351,351 _ 2006
2006,0,river,no,NA,NA,NA,NA,425.531355,1253.971183,3,1083,1083 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,245.4307939,973.6807515,2,1886,1886 _ 2006
2006,1,river,no,NA,NA,NA,NA,375.2806918,1153.486502,5,1950,1950 _ 2006
2007,0,river,no,NA,NA,0,NA,1592.325128,2877.174841,8,1950,1950 _ 2007
2007,1,mm,no,NA,NA,NA,NA,464.8631782,1377.593644,2,1636,1636 _ 2007
2008,0,mm,no,NA,NA,NA,NA,830.3774637,2729.425321,1,1636,1636 _ 2008
2007,1,northpk,no,NA,NA,NA,NA,2501.640339,4358.602393,1,324,324 _ 2007
2008,0,northpk,wean,2,NA,NA,NA,2521.545308,3587.931475,4,324,324 _ 2008
2007,1,stonefield,no,NA,NA,NA,NA,311.3263583,1012.933447,3,1988,1988 _ 2007
2008,1,stonefield,no,NA,NA,0,NA,818.837995,2985.488697,8,1988,1988 _ 2008
2009,1,stonefield,NA,NA,NA,NA,NA,NA,NA,NA,1988,1988 _ 2009
2010,0,stonefield_south,sire,1,NA,NA,NA,NA,NA,NA,1988,1988 _ 2010
2007,1,mm,no,NA,NA,NA,NA,357.9463583,1171.856258,5,1053,1053 _ 2007
2008,1,mm,no,NA,NA,0,NA,805.5984157,2968.605671,2,1053,1053 _ 2008
2009,0,mm,NA,NA,NA,NA,NA,NA,NA,NA,1053,1053 _ 2009
2007,1,stonefield,no,NA,NA,NA,NA,410.9557754,1233.040416,1,1734,1734 _ 2007
2008,0,stonefield,no,NA,NA,0,NA,957.3500032,2846.312872,3,1734,1734 _ 2008
2007,1,picnic_lower,no,NA,NA,NA,NA,380.791941,1222.631711,1,1141,1141 _ 2007
2008,1,picnic_lower,NA,NA,NA,0,NA,NA,NA,NA,1141,1141 _ 2008
2009,0,picnic,NA,NA,NA,NA,NA,NA,NA,NA,1141,1141 _ 2009
2007,0,picnic_lower,no,NA,NA,NA,NA,271.9768312,945.558579,1,1306,1306 _ 2007
2007,1,stonefield,no,NA,NA,NA,NA,440.5827381,1301.107253,3,1264,1264 _ 2007
2008,1,stonefield,no,NA,NA,0,NA,929.2274376,2823.051019,4,1264,1264 _ 2008
2009,0,stonefield,no,NA,NA,NA,NA,2396.780332,3401.645196,1,1264,1264 _ 2009
2008,0,gothictown,NA,NA,NA,NA,NA,527.5820096,1710.469458,1,990,990 _ 2008
2008,1,horsemound,NA,NA,NA,NA,NA,296.9801427,1597.989868,4,997,997 _ 2008
2009,0,horsemound,no,NA,NA,1,NA,1755.461442,3186.540956,1,997,997 _ 2009
2008,0,gothictown,NA,NA,NA,NA,NA,494.2869906,1647.523371,1,210,210 _ 2008
2009,0,gothictown,NA,NA,NA,NA,NA,356.72049,1140.121016,11,623,623 _ 2009
2008,1,gothictown,no,NA,NA,NA,NA,583.8389334,1460.208929,6,1031,1031 _ 2008
2009,1,gothictown,no,NA,NA,0,NA,1769.622068,3779.874907,2,1031,1031 _ 2009
2010,0,gothictown,no,NA,NA,NA,NA,2911.033194,4195.244867,1,1031,1031 _ 2010
2008,0,gothictown,NA,NA,NA,NA,NA,343.7628,1140.734939,1,1728,1728 _ 2008
2008,1,river,no,NA,NA,NA,NA,414.7782567,1109.708075,2,1364,1364 _ 2008
2009,0,river,NA,NA,NA,1,NA,NA,NA,NA,1364,1364 _ 2009
2009,1,bench,NA,NA,NA,NA,NA,432.5150325,1871.281431,12,1112,1112 _ 2009
2010,0,bench,no,NA,NA,0,NA,2223.121404,4436.464368,9,1112,1112 _ 2010
2008,0,river,no,NA,NA,NA,NA,466.4210621,1602.872921,6,529,529 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,436.4670037,1343.884898,3,1068,1068 _ 2008
2008,1,river_rivermound,no,NA,NA,NA,NA,611.0827579,1523.74208,10,640,640 _ 2008
2009,0,river_rivermound,NA,NA,NA,NA,NA,NA,NA,NA,640,640 _ 2009
2008,0,bench,NA,NA,NA,NA,NA,430.5926233,1278.786673,1,1316,1316 _ 2008
2008,1,picnic_middle,NA,NA,NA,NA,NA,338.7054596,1171.667078,3,881,881 _ 2008
2009,0,picnic,NA,NA,NA,NA,NA,NA,NA,NA,881,881 _ 2009
2009,1,gothictown,NA,NA,NA,NA,NA,342.0210006,1854.174416,8,701,701 _ 2009
2010,1,gothictown,no,NA,NA,0,NA,2047.651254,3666.532217,5,701,701 _ 2010
2011,0,gothictown,no,NA,NA,NA,NA,2654.908232,4316.577172,3,701,701 _ 2011
2008,0,mm,NA,NA,NA,NA,NA,202.9398924,484.8850452,2,923,923 _ 2008
2008,0,river,no,NA,NA,NA,NA,489.02669,1411.479477,9,1439,1439 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,466.5803842,1482.690729,1,1027,1027 _ 2008
2008,0,river,no,NA,NA,NA,NA,500.7336461,1349.23921,2,1085,1085 _ 2008
2008,0,river,no,NA,NA,NA,NA,426.9979733,1333.7885,3,1927,1927 _ 2008
2008,1,river,no,NA,NA,NA,NA,364.7480131,1201.961389,2,679,679 _ 2008
2009,0,river,NA,NA,NA,NA,NA,NA,NA,NA,679,679 _ 2009
2008,0,river,NA,NA,NA,NA,NA,444.245406,1235.524663,3,1598,1598 _ 2008
2008,0,bench,no,NA,NA,NA,NA,398.1037213,1437.508704,2,689,689 _ 2008
2008,1,river_rivermound,no,NA,NA,NA,NA,563.103137,1411.043582,9,1301,1301 _ 2008
2009,0,river,no,NA,NA,1,NA,1547.209437,3107.868512,2,1301,1301 _ 2009
2008,1,river,NA,NA,NA,NA,NA,442.6660527,1091.483236,8,1271,1271 _ 2008
2009,1,river,no,NA,NA,0,NA,1547.367483,3118.404418,3,1271,1271 _ 2009
2010,0,river_sprucemound,no,NA,NA,NA,NA,2366.938936,3252.814434,1,1271,1271 _ 2010
2008,0,river,no,NA,NA,NA,NA,410.8630721,1306.95357,2,155,155 _ 2008
2008,0,river,NA,NA,NA,NA,NA,541.951757,1544.236831,2,1100,1100 _ 2008
2008,0,picnic_lower,NA,NA,NA,NA,NA,296.952375,990.6471928,3,480,480 _ 2008
2008,1,river,no,NA,NA,NA,NA,493.2159362,1459.525117,2,751,751 _ 2008
2009,1,river,NA,NA,NA,0,NA,NA,NA,NA,751,751 _ 2009
2010,0,river_sprucemound,NA,NA,NA,NA,NA,NA,NA,NA,751,751 _ 2010
2009,1,gothictown,NA,NA,NA,NA,NA,370.2772762,1624.718655,7,1956,1956 _ 2009
2010,0,gothictown,no,NA,NA,0,NA,1864.747109,3483.62352,5,1956,1956 _ 2010
2008,0,bench,no,NA,NA,NA,NA,385.0370656,1211.508741,2,1106,1106 _ 2008
2008,0,picnic_lower,NA,NA,NA,NA,NA,298.283734,933.2653929,3,728,728 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,564.2717065,1657.581853,1,337,337 _ 2008
2009,1,bench,NA,NA,NA,NA,NA,340.4756229,1578.114096,2,375,375 _ 2009
2014,0,gothictown,preg,NA,NA,NA,NA,2754.11798,3743.728699,1,375,375 _ 2014
2012,1,river_rivermound,no,NA,NA,NA,NA,444.4091118,1717.12485,4,617,617 _ 2012
2013,0,river_rivermound,no,NA,NA,NA,NA,1884.349481,3311.218193,2,617,617 _ 2013
2008,0,gothictown,no,NA,NA,NA,NA,419.3684665,1501.20252,3,1405,1405 _ 2008
2008,1,mm,NA,NA,NA,NA,NA,396.7102967,1029.318601,6,1922,1922 _ 2008
2009,1,mm,no,NA,NA,0,NA,1259.530457,3044.593974,18,1922,1922 _ 2009
2010,1,mm_maintalus,wean,3,NA,NA,NA,2080.434483,3144.697929,12,1922,1922 _ 2010
2011,0,mm_maintalus,preg,NA,NA,NA,NA,2117.985476,3179.186515,2,1922,1922 _ 2011
2009,1,gothictown,NA,NA,NA,NA,NA,478.9737978,1775.888671,6,1351,1351 _ 2009
2010,0,gothictown,no,NA,NA,1,NA,2375.469737,4146.361244,2,1351,1351 _ 2010
2008,1,mm,NA,NA,NA,NA,NA,159.8749144,753.3030359,7,1234,1234 _ 2008
2009,0,mm,NA,NA,NA,NA,NA,NA,NA,NA,1234,1234 _ 2009
2008,0,mm,NA,NA,NA,NA,NA,342.6034197,776.6679004,3,1795,1795 _ 2008
2008,0,mm,NA,NA,NA,NA,NA,326.9221334,770.0172211,1,1138,1138 _ 2008
2008,1,mm,NA,NA,NA,NA,NA,284.6757339,697.1477185,1,455,455 _ 2008
2009,0,mm_aspen,NA,NA,NA,1,NA,NA,NA,NA,455,455 _ 2009
2008,0,mm,NA,NA,NA,NA,NA,138.0214542,663.8543382,3,171,171 _ 2008
2009,1,river,NA,NA,NA,NA,NA,421.4453608,1329.57903,8,1557,1557 _ 2009
2010,1,river_southmound,no,NA,NA,NA,NA,1649.02013,3139.030078,5,1557,1557 _ 2010
2011,1,river_rivermound,no,NA,NA,NA,NA,2108.372371,3945.462613,5,1557,1557 _ 2011
2012,1,bench,sire,2,NA,NA,NA,3926.714225,5750.285577,2,1557,1557 _ 2012
2013,1,river_rivermound,sire,5,NA,NA,NA,3793.386772,5808.357459,3,1557,1557 _ 2013
2014,0,river_rivermound,sire,2,NA,NA,NA,NA,NA,NA,1557,1557 _ 2014
2008,0,mm,NA,NA,NA,NA,NA,167.8964105,761.2366955,4,360,360 _ 2008
2009,1,gothictown,NA,NA,NA,NA,NA,382.2889194,1901.502831,9,650,650 _ 2009
2010,0,gothictown,no,NA,NA,1,NA,2120.025318,3923.17792,2,650,650 _ 2010
2008,0,mm,NA,NA,NA,NA,NA,277.3401052,659.633013,8,1618,1618 _ 2008
2008,0,mm,NA,NA,NA,NA,NA,258.9116474,612.8846832,8,1379,1379 _ 2008
2008,0,mm,NA,NA,NA,NA,NA,257.3415082,593.9569549,2,1014,1014 _ 2008
2009,1,gothictown,NA,NA,NA,NA,NA,441.631705,1658.429707,6,37,37 _ 2009
2010,0,gothictown,no,NA,NA,0,NA,1813.721066,3465.805662,4,37,37 _ 2010
2012,1,picnic_lower,no,NA,NA,NA,NA,421.8447735,1447.10926,7,184,184 _ 2012
2013,1,picnic_lower,no,NA,NA,NA,NA,1368.57959,3199.497264,3,184,184 _ 2013
2014,1,picnic_lower,wean,6,NA,NA,NA,2284.522335,3229.92297,7,184,184 _ 2014
2015,1,picnic_lower,wean,6,NA,NA,NA,2751.512004,3532.782618,8,184,184 _ 2015
2016,1,picnic_lower,lac,NA,NA,NA,NA,2751.95242,4047.687412,4,184,184 _ 2016
2017,1,picnic_lower,lac,NA,NA,NA,NA,2719.474875,3882.218842,3,184,184 _ 2017
2018,NA,picnic_lower,lac,NA,NA,NA,NA,3158.417429,3962.223456,10,184,184 _ 2018
2009,1,river,NA,NA,NA,NA,NA,502.619562,1739.440012,8,390,390 _ 2009
2010,0,river_rivermound,no,NA,NA,NA,NA,1949.820729,3901.588983,3,390,390 _ 2010
2009,0,horsemound,NA,NA,NA,NA,NA,399.5365982,1760.601156,5,992,992 _ 2009
2009,1,river,NA,NA,NA,NA,NA,431.0020001,1305.720732,4,1908,1908 _ 2009
2010,0,river_sprucemound,NA,NA,NA,NA,NA,NA,NA,NA,1908,1908 _ 2010
2009,0,gothictown,NA,NA,NA,NA,NA,593.5374017,2193.022573,6,1549,1549 _ 2009
2009,0,gothictown,NA,NA,NA,NA,NA,292.9616658,1759.52489,3,273,273 _ 2009
2009,0,gothictown,NA,NA,NA,NA,NA,583.3516617,1834.662135,1,952,952 _ 2009
2008,0,mm,NA,NA,NA,NA,NA,134.4595002,635.7950512,4,1565,1565 _ 2008
2009,1,gothictown,NA,NA,NA,NA,NA,264.5643293,1337.096879,5,1559,1559 _ 2009
2010,1,gothictown,no,NA,NA,0,NA,1394.458614,2971.441993,8,1559,1559 _ 2010
2011,0,gothictown,NA,NA,NA,NA,out house,NA,NA,NA,1559,1559 _ 2011
2009,1,bench,NA,NA,NA,NA,NA,386.2861461,1862.397026,10,652,652 _ 2009
2010,0,bench,no,NA,NA,1,NA,2154.763485,4435.146217,4,652,652 _ 2010
2008,1,picnic_middle,NA,NA,NA,NA,NA,420.088159,1151.370959,4,1366,1366 _ 2008
2009,0,picnic_lower,no,NA,NA,1,NA,1043.785735,2837.216281,1,1366,1366 _ 2009
2009,1,horsemound,NA,NA,NA,NA,NA,362.0665688,1677.378636,7,1702,1702 _ 2009
2010,0,horsemound,wean,3,NA,0,NA,1577.432513,2877.767839,5,1702,1702 _ 2010
2009,0,river,NA,NA,NA,NA,NA,NA,NA,NA,977,977 _ 2009
2010,0,gothictown,no,NA,NA,NA,NA,341.651808,1800.677974,2,867,867 _ 2010
2008,0,mm,NA,NA,NA,NA,NA,345.6219791,836.1852782,5,1820,1820 _ 2008
2008,0,gothictown,no,NA,NA,NA,NA,403.0457832,1416.996771,3,440,440 _ 2008
2010,0,picnic_lower,NA,NA,NA,NA,NA,441.2133615,948.3004258,4,1796,1796 _ 2010
2010,0,gothictown,no,NA,NA,NA,NA,1412.676819,3069.400907,1,219,219 _ 2010
2010,0,bench,no,NA,NA,NA,NA,264.3916566,1343.738672,3,860,860 _ 2010
2009,1,river,NA,NA,NA,NA,NA,473.6342707,1636.567814,4,1350,1350 _ 2009
2010,0,river_rivermound,no,NA,NA,NA,NA,1778.506318,3751.522739,2,1350,1350 _ 2010
2009,0,gothictown,NA,NA,NA,NA,NA,355.0380609,1972.27266,4,232,232 _ 2009
2009,0,gothictown,NA,NA,NA,NA,NA,360.7823122,1910.293147,3,1250,1250 _ 2009
2009,0,river,NA,NA,NA,NA,NA,319.4818184,1216.502905,8,1015,1015 _ 2009
2009,1,gothictown,NA,NA,NA,NA,NA,305.6377069,1754.143267,5,362,362 _ 2009
2010,0,gothictown,NA,NA,NA,1,NA,2077.953409,4004.659055,1,362,362 _ 2010
2009,1,gothictown,scro,NA,NA,NA,NA,421.4477187,2231.906826,4,814,814 _ 2009
2010,0,gothictown,no,NA,NA,0,NA,2283.181825,3488.47954,5,814,814 _ 2010
2009,1,bench,NA,NA,NA,NA,NA,332.0038306,1555.923463,9,906,906 _ 2009
2010,0,bench,no,NA,NA,0,NA,1634.301235,3129.716405,7,906,906 _ 2010
2009,0,bench,NA,NA,NA,NA,NA,305.5952734,1442.844621,7,181,181 _ 2009
2009,1,gothictown,NA,NA,NA,NA,NA,377.7502326,1731.074025,2,1157,1157 _ 2009
2010,0,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,1157,1157 _ 2010
2016,0,gothictown,no,NA,NA,NA,NA,294.5893996,1665.640694,1,1879,1879 _ 2016
2017,1,gothictown,scro,NA,NA,NA,NA,386.5513118,1795.673928,11,1348,1348 _ 2017
2018,NA,gothictown,no,NA,NA,NA,NA,1957.665343,4209.559399,6,1348,1348 _ 2018
2008,0,gothictown,NA,NA,NA,NA,NA,417.3949955,1251.362338,1,1605,1605 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,347.1977479,1029.896264,2,934,934 _ 2008
2009,0,picnic_upper,NA,NA,NA,NA,NA,224.7895335,883.1100879,1,708,708 _ 2009
2008,0,bench,no,NA,NA,NA,NA,410.2512185,1260.919313,4,742,742 _ 2008
2008,1,river_rivermound,no,NA,NA,NA,NA,592.8417507,1503.898018,6,463,463 _ 2008
2009,1,river,no,NA,NA,0,NA,1748.784242,3588.75783,5,463,463 _ 2009
2010,1,horsemound,sire,2,NA,NA,NA,3225.284044,4739.888893,1,463,463 _ 2010
2011,0,horsemound,sire,6,NA,NA,NA,3048.481046,5385.682314,5,463,463 _ 2011
2008,0,gothictown,NA,NA,NA,NA,NA,266.1506223,1136.987319,2,778,778 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,398.4326128,1212.994879,4,499,499 _ 2008
2009,0,gothictown,NA,NA,NA,NA,NA,256.6395315,804.0479424,4,431,431 _ 2009
2009,0,picnic_lower,NA,NA,NA,NA,NA,329.1823323,1127.170617,1,1892,1892 _ 2009
2008,0,gothictown,NA,NA,NA,NA,NA,271.2013326,871.5691298,4,1340,1340 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,320.2843278,1054.014135,2,1101,1101 _ 2008
2008,0,gothictown,NA,NA,NA,NA,NA,447.9533943,1642.439354,1,655,655 _ 2008
2008,1,bench,no,NA,NA,NA,NA,504.8819689,1517.434293,2,1217,1217 _ 2008
2009,0,river,NA,NA,NA,NA,NA,NA,NA,NA,1217,1217 _ 2009
2008,1,river,NA,NA,NA,NA,NA,388.669713,1067.580809,6,1844,1844 _ 2008
2009,1,river,no,NA,NA,0,NA,1348.697926,2968.057157,2,1844,1844 _ 2009
2010,0,river_sprucemound,NA,NA,NA,NA,NA,NA,NA,NA,1844,1844 _ 2010
2008,1,mm,no,NA,NA,NA,NA,370.3958076,980.8654633,9,1343,1343 _ 2008
2009,0,mm,NA,NA,NA,NA,NA,NA,NA,NA,1343,1343 _ 2009
2010,1,bench,scro,NA,NA,NA,NA,2622.892517,4095.882144,3,1377,1377 _ 2010
2011,1,bench,no,NA,NA,NA,NA,2719.642546,4533.996452,5,1377,1377 _ 2011
2012,0,bench,wean,2,NA,NA,NA,NA,NA,NA,1377,1377 _ 2012
2008,0,mm,NA,NA,NA,NA,NA,137.4620716,587.9956706,1,558,558 _ 2008
2008,0,mm,NA,NA,NA,NA,NA,214.2386038,545.4143741,4,1719,1719 _ 2008
2008,0,mm,NA,NA,NA,NA,NA,228.7739445,559.8186124,1,384,384 _ 2008
2010,0,bench,no,NA,NA,NA,NA,251.9394803,1263.094747,2,1254,1254 _ 2010
2009,1,river,NA,NA,NA,NA,NA,549.5723833,1695.625793,7,916,916 _ 2009
2010,1,river_sprucemound,no,NA,NA,NA,NA,1762.838351,3835.335491,4,916,916 _ 2010
2011,0,river_rivermound,no,NA,NA,NA,NA,2447.047116,4535.471201,4,916,916 _ 2011
2009,0,gothictown,NA,NA,NA,NA,NA,393.6924818,1797.903326,3,1862,1862 _ 2009
2008,0,river,NA,NA,NA,NA,NA,362.5192501,1015.502204,1,1911,1911 _ 2008
2008,0,mm,NA,NA,NA,NA,NA,250.0542039,572.9107898,6,144,144 _ 2008
2009,1,gothictown,NA,NA,NA,NA,NA,383.0001066,1160.490906,8,865,865 _ 2009
2010,0,gothictown,no,NA,NA,0,NA,1095.274783,2775.109759,2,865,865 _ 2010
2008,0,picnic_lower,NA,NA,NA,NA,NA,371.9912359,953.9854246,1,1520,1520 _ 2008
2008,0,river,NA,NA,NA,NA,NA,434.0656779,1317.924693,2,1590,1590 _ 2008
2009,0,gothictown,NA,NA,NA,NA,NA,312.3632031,985.0995335,4,1259,1259 _ 2009
2008,0,mm,NA,NA,NA,NA,NA,325.6440053,767.70013,6,59,59 _ 2008
2010,1,northpk,NA,NA,NA,NA,NA,629.1595932,1501.270819,1,1617,1617 _ 2010
2011,0,northpk,no,NA,NA,0,NA,937.5590316,2621.839227,4,1617,1617 _ 2011
2010,0,boulder,NA,NA,NA,NA,NA,594.9801417,1390.393951,6,768,768 _ 2010
2010,0,gothictown,NA,NA,NA,NA,NA,420.4508447,1509.630861,1,514,514 _ 2010
2012,1,avalanche,no,NA,NA,NA,NA,371.3355981,1767.491858,3,1981,1981 _ 2012
2013,0,avalanche,NA,NA,NA,NA,NA,NA,NA,NA,1981,1981 _ 2013
2012,1,gothictown,preg,NA,NA,NA,NA,1679.970449,2799.425884,1,1693,1693 _ 2012
2013,1,gothictown,preglac,NA,NA,NA,NA,2320.257754,2618.631363,3,1693,1693 _ 2013
2014,1,gothictown,wean,5,NA,NA,NA,2531.718505,3318.66189,9,1693,1693 _ 2014
2015,0,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,1693,1693 _ 2015
2010,0,gothictown,NA,NA,NA,NA,NA,358.2514399,1382.225931,4,522,522 _ 2010
2010,0,river,no,NA,NA,NA,NA,464.6265258,1381.064647,4,1713,1713 _ 2010
2010,0,gothictown,no,NA,NA,NA,NA,395.5493813,1354.990336,5,1629,1629 _ 2010
2010,0,gothictown,NA,NA,NA,NA,NA,380.3507681,1424.567206,1,1990,1990 _ 2010
2010,0,gothictown,NA,NA,NA,NA,NA,369.9066363,1465.796111,3,869,869 _ 2010
2010,0,gothictown,NA,NA,NA,NA,NA,363.2350167,1380.530184,5,1098,1098 _ 2010
2010,1,stonefield,no,NA,NA,NA,NA,373.2821508,1204.195905,1,1347,1347 _ 2010
2011,0,stonefield_main,NA,NA,NA,NA,NA,NA,NA,NA,1347,1347 _ 2011
2012,0,river_sagemound,no,NA,NA,NA,NA,291.6992915,1524.000615,2,290,290 _ 2012
2010,0,picnic_lower,no,NA,NA,NA,NA,488.8915091,1658.564687,6,527,527 _ 2010
2010,1,picnic_lower,NA,NA,NA,NA,NA,498.5557368,1510.646684,2,1403,1403 _ 2010
2011,1,picnic_lower,no,NA,NA,1,NA,758.5757172,2773.581122,1,1403,1403 _ 2011
2012,1,picnic_middle,preg,NA,NA,NA,NA,2568.124738,4115.947584,8,1403,1403 _ 2012
2013,1,picnic_middle,wean,6,NA,NA,NA,2615.972985,3485.47205,6,1403,1403 _ 2013
2014,1,picnic_upper,wean,5,NA,NA,NA,2743.723516,3521.668487,5,1403,1403 _ 2014
2015,0,picnic_upper,wean,3,NA,NA,NA,2935.785108,3790.491348,2,1403,1403 _ 2015
2010,0,picnic_lower,no,NA,NA,NA,NA,500.0620973,1394.098995,4,114,114 _ 2010
2010,0,picnic_lower,NA,NA,NA,NA,NA,555.0951373,1545.704006,1,1874,1874 _ 2010
2010,0,picnic_lower,NA,NA,NA,NA,NA,478.482668,1503.341882,6,195,195 _ 2010
2010,0,picnic_lower,NA,NA,NA,NA,NA,434.2716041,919.7424222,1,1215,1215 _ 2010
2010,1,stonefield,no,NA,NA,NA,NA,367.4437505,1233.393401,2,509,509 _ 2010
2011,0,stonefield_main,NA,NA,NA,0,NA,NA,NA,NA,509,509 _ 2011
2010,0,river,NA,NA,NA,NA,NA,452.5461489,1422.283481,1,172,172 _ 2010
2010,0,river,scro,NA,NA,NA,NA,504.8852559,1612.214087,8,1291,1291 _ 2010
2011,0,horsemound,no,NA,NA,NA,NA,307.570706,1005.6393,3,1334,1334 _ 2011
2010,0,horsemound,NA,NA,NA,NA,NA,611.6059302,1731.233345,1,471,471 _ 2010
2010,1,stonefield,NA,NA,NA,NA,NA,405.3297984,1304.990304,1,736,736 _ 2010
2011,1,stonefield_main,NA,NA,NA,NA,NA,NA,NA,NA,736,736 _ 2011
2012,0,stonefield_main,NA,NA,NA,NA,NA,NA,NA,NA,736,736 _ 2012
2010,1,picnic_lower,no,NA,NA,NA,NA,579.7276584,1720.659246,4,1076,1076 _ 2010
2011,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1076,1076 _ 2011
2010,1,northpk,NA,NA,NA,NA,NA,759.5889162,1646.093719,1,1704,1704 _ 2010
2011,0,northpk,scro,NA,NA,0,NA,1101.218489,2964.211689,1,1704,1704 _ 2011
2010,0,mm,NA,NA,NA,NA,NA,390.6842168,1176.086127,1,1709,1709 _ 2010
2010,0,picnic_lower,no,NA,NA,NA,NA,379.0877412,898.2065772,7,1011,1011 _ 2010
2010,1,northpk,NA,NA,NA,NA,NA,638.580613,1443.808951,3,1982,1982 _ 2010
2011,1,northpk,no,NA,NA,NA,NA,908.2844197,2898.477378,1,1982,1982 _ 2011
2013,0,northpk,wean,3,NA,NA,NA,2716.237563,3542.259923,1,1982,1982 _ 2013
2010,0,mm,NA,NA,NA,NA,NA,395.6607237,1185.369571,1,1413,1413 _ 2010
2010,0,picnic_lower,NA,NA,NA,NA,NA,663.556984,1321.315654,1,1735,1735 _ 2010
2010,0,picnic_upper,NA,NA,NA,NA,NA,437.6090991,746.3955844,5,389,389 _ 2010
2010,0,picnic_lower,NA,NA,NA,NA,NA,459.39899,1015.204714,3,933,933 _ 2010
2010,1,mm,no,NA,NA,NA,NA,499.4333047,1368.581275,6,1681,1681 _ 2010
2011,1,mm_aspen,no,NA,NA,0,NA,891.3376615,2969.806719,7,1681,1681 _ 2011
2012,1,mm_maintalus,wean,4,NA,NA,NA,2511.799971,3058.120008,6,1681,1681 _ 2012
2013,1,mm_aspen,wean,3,NA,NA,NA,2536.241454,3425.693081,3,1681,1681 _ 2013
2014,1,mm_aspen,wean,6,NA,NA,NA,2627.758062,3554.568258,4,1681,1681 _ 2014
2015,1,mm_aspen,wean,4,NA,NA,NA,2908.377946,3733.224531,1,1681,1681 _ 2015
2016,1,mm_aspen,lac,NA,NA,NA,NA,2716.934128,3757.207026,1,1681,1681 _ 2016
2017,1,mm_maintalus,no,NA,NA,NA,NA,2779.804808,3981.460547,1,1681,1681 _ 2017
2018,NA,mm_maintalus,lac,NA,NA,NA,NA,3049.654985,3933.079768,2,1681,1681 _ 2018
2010,0,boulder,NA,NA,NA,NA,NA,522.9592493,1191.851501,4,1159,1159 _ 2010
2010,1,mm,NA,NA,NA,NA,NA,472.5349964,1435.925045,7,1975,1975 _ 2010
2011,1,mm_aspen,no,NA,NA,0,NA,1083.653407,3349.713846,9,1975,1975 _ 2011
2012,0,mm_aspen,no,NA,NA,NA,NA,3072.403314,4956.818544,2,1975,1975 _ 2012
2010,0,northpk,NA,NA,NA,NA,NA,633.1542852,1423.155386,1,1049,1049 _ 2010
2011,0,river_sprucemound,no,NA,NA,NA,head injury,379.9634221,1151.08496,2,1958,1958 _ 2011
2010,0,bench,no,NA,NA,NA,NA,394.3551623,1837.332725,7,2,2 _ 2010
2010,0,bench,no,NA,NA,NA,NA,328.7954269,1495.881821,2,1007,1007 _ 2010
2010,0,bench,NA,NA,NA,NA,NA,287.8435372,1546.282199,4,1262,1262 _ 2010
2010,0,bench,no,NA,NA,NA,NA,304.9234203,1548.711309,3,1558,1558 _ 2010
2011,0,river_sagemound,no,NA,NA,NA,unk,425.0441864,1257.678698,2,291,291 _ 2011
2010,0,bench,no,NA,NA,NA,NA,327.7157373,1572.986337,3,1836,1836 _ 2010
2010,0,bench,no,NA,NA,NA,NA,360.0531731,1592.657133,10,1441,1441 _ 2010
2010,0,gothictown,no,NA,NA,NA,NA,425.6323783,1752.261217,4,1570,1570 _ 2010
