colony_year,pup_sex,pup_yrborn,pup_col_area,pup_emerjdate,aug15_emerge,pup_littersizeborn,indegree,outdegree,betweenness,outcloseness,incloseness,local_clustering,neg_ave_shortest_path,ave_shortest_path,eigenv,outstrength,instrength,valley,pup_summer_surv,pup_year_surv,yearly_pred_index,overall_pred_index,pup_massjun,pup_massaug,mass_gain,mass_gain.day,mother_age,cluster,groupID,year,group_size,network_size,mother_uid,pup_uid,mother_year
picnic_2006,M,2006,picnic,195,32,3,0.02,0.04,0,0.084317032,0.020815987,0.333333333,-2.857384442,2.857384442,0.001902416,4,3,uv,1,1,high,high,451.8637763,1098.607786,646.7440097,20.2107503,NA,68,14_pc_68,2006,3,44,57,960,57 _ 2006
picnic_2006,M,2006,picnic,195,32,3,0.02,0.04,0,0.084317032,0.020815987,0.333333333,-2.857384442,2.857384442,0.001902416,4,3,uv,1,1,high,high,393.564829,939.2185015,545.6536725,17.05167727,NA,68,14_pc_68,2006,3,44,57,301,57 _ 2006
picnic_2002,F,2002,picnic,179,48,5,0.25,0.1,0.032507362,0.059790732,0.057553957,0.263736264,-2.118541033,2.118541033,0.616652023,4,14,uv,1,1,low,high,380.8741145,1469.644126,1088.770012,22.68270857,3,24,14_pc_24,2002,4,20,34,376,34 _ 2002
picnic_2002,F,2002,picnic,179,48,5,0.25,0.1,0.032507362,0.059790732,0.057553957,0.263736264,-2.118541033,2.118541033,0.616652023,4,14,uv,1,1,low,high,390.3344006,1462.02035,1071.685949,22.32679061,3,24,14_pc_24,2002,4,20,34,843,34 _ 2002
picnic_2002,F,2002,picnic,NA,NA,5,0.25,0.1,0.032507362,0.059790732,0.057553957,0.263736264,-2.118541033,2.118541033,0.616652023,4,14,uv,1,1,low,high,518.2443573,1452.950262,934.7059047,NA,3,24,14_pc_24,2002,4,20,34,730,34 _ 2002
picnic_2002,F,2002,picnic,179,48,5,0.25,0.1,0.032507362,0.059790732,0.057553957,0.263736264,-2.118541033,2.118541033,0.616652023,4,14,uv,1,1,low,high,351.218964,1384.438357,1033.219393,21.52540402,3,24,14_pc_24,2002,4,20,34,929,34 _ 2002
picnic_2002,M,2002,picnic,179,48,5,0.25,0.1,0.032507362,0.059790732,0.057553957,0.263736264,-2.118541033,2.118541033,0.616652023,4,14,uv,1,1,low,high,346.167834,1448.487185,1102.319351,22.96498648,3,24,14_pc_24,2002,4,20,34,198,34 _ 2002
picnic_2004,F,2004,picnic,192,35,7,0.047619048,0.095238095,0.077752865,0.040658277,0.04620462,0.066666667,-3.664136622,3.664136622,0.290879183,8,3,uv,1,0,high,high,522.5055533,1424.105791,901.6002377,25.76000679,5,41,14_pc_41,2004,2,33,34,905,34 _ 2004
picnic_2004,M,2004,picnic,192,35,7,0.047619048,0.095238095,0.077752865,0.040658277,0.04620462,0.066666667,-3.664136622,3.664136622,0.290879183,8,3,uv,1,1,high,high,611.1418471,1515.660733,904.5188859,25.84339674,5,41,14_pc_41,2004,2,33,34,1030,34 _ 2004
picnic_2004,M,2004,picnic,192,35,7,0.047619048,0.095238095,0.077752865,0.040658277,0.04620462,0.066666667,-3.664136622,3.664136622,0.290879183,8,3,uv,1,1,high,high,553.3680108,1416.489027,863.1210162,24.66060046,5,41,14_pc_41,2004,2,33,34,295,34 _ 2004
picnic_2004,F,2004,picnic,192,35,7,0.047619048,0.095238095,0.077752865,0.040658277,0.04620462,0.066666667,-3.664136622,3.664136622,0.290879183,8,3,uv,1,0,high,high,574.9807971,1478.7655,903.7847029,25.82242008,5,41,14_pc_41,2004,2,33,34,731,34 _ 2004
picnic_2004,M,2004,picnic,192,35,7,0.047619048,0.095238095,0.077752865,0.040658277,0.04620462,0.066666667,-3.664136622,3.664136622,0.290879183,8,3,uv,1,0,high,high,478.6857188,1287.046846,808.3611272,23.09603221,5,41,14_pc_41,2004,2,33,34,971,34 _ 2004
picnic_2006,M,2006,picnic,NA,NA,6,0.08,0.04,0.00604143,0.073529412,0.117370892,0.4,-2.857384442,2.857384442,0.14296836,3,4,uv,1,1,high,high,403.4682471,1270.798793,867.3305459,NA,7,52,14_pc_52,2006,3,44,34,1020,34 _ 2006
picnic_2006,M,2006,picnic,179,48,6,0.08,0.04,0.00604143,0.073529412,0.117370892,0.4,-2.857384442,2.857384442,0.14296836,3,4,uv,1,1,high,high,382.3437232,1413.85738,1031.513657,21.48986785,7,52,14_pc_52,2006,3,44,34,622,34 _ 2006
picnic_2006,M,2006,picnic,184,43,6,0.08,0.04,0.00604143,0.073529412,0.117370892,0.4,-2.857384442,2.857384442,0.14296836,3,4,uv,1,1,high,high,500.1987929,1419.661897,919.4631041,21.38286289,7,52,14_pc_52,2006,3,44,34,458,34 _ 2006
picnic_2006,M,2006,picnic,179,48,6,0.08,0.04,0.00604143,0.073529412,0.117370892,0.4,-2.857384442,2.857384442,0.14296836,3,4,uv,1,1,high,high,315.1685549,1305.558479,990.3899241,20.63312342,7,52,14_pc_52,2006,3,44,34,567,34 _ 2006
picnic_2006,M,2006,picnic,NA,NA,6,0.08,0.04,0.00604143,0.073529412,0.117370892,0.4,-2.857384442,2.857384442,0.14296836,3,4,uv,1,1,high,high,388.7710468,1226.018132,837.2470852,NA,7,52,14_pc_52,2006,3,44,34,759,34 _ 2006
picnic_2006,M,2006,picnic,179,48,6,0.08,0.04,0.00604143,0.073529412,0.117370892,0.4,-2.857384442,2.857384442,0.14296836,3,4,uv,0,0,high,high,420.8472803,1484.807077,1063.959797,22.1658291,7,52,14_pc_52,2006,3,44,34,528,34 _ 2006
mm_2002,M,2002,mm,200,27,7,0.75,0.333333333,0.293993506,0.342857143,0.461538462,0.179487179,-2.015037594,2.015037594,1,6,22,uv,1,1,high,high,568.1973196,1304.899459,736.7021394,27.28526442,8,9,14_mm_9,2002,2,6,83,569,83 _ 2002
mm_2002,F,2002,mm,200,27,7,0.75,0.333333333,0.293993506,0.342857143,0.461538462,0.179487179,-2.015037594,2.015037594,1,6,22,uv,1,1,high,high,421.0326412,905.4947759,484.4621347,17.94304203,8,9,14_mm_9,2002,2,6,83,532,83 _ 2002
mm_2002,M,2002,mm,200,27,7,0.75,0.333333333,0.293993506,0.342857143,0.461538462,0.179487179,-2.015037594,2.015037594,1,6,22,uv,1,1,high,high,620.5678903,1370.166239,749.5983487,27.7629018,8,9,14_mm_9,2002,2,6,83,766,83 _ 2002
mm_2002,F,2002,mm,200,27,7,0.75,0.333333333,0.293993506,0.342857143,0.461538462,0.179487179,-2.015037594,2.015037594,1,6,22,uv,1,1,high,high,493.1586779,1088.823162,595.6644841,22.06164756,8,9,14_mm_9,2002,2,6,83,404,83 _ 2002
mm_2002,F,2002,mm,200,27,7,0.75,0.333333333,0.293993506,0.342857143,0.461538462,0.179487179,-2.015037594,2.015037594,1,6,22,uv,1,1,high,high,497.2635362,1129.912754,632.6492178,23.43145251,8,9,14_mm_9,2002,2,6,83,860,83 _ 2002
mm_2002,M,2002,mm,200,27,7,0.75,0.333333333,0.293993506,0.342857143,0.461538462,0.179487179,-2.015037594,2.015037594,1,6,22,uv,1,1,high,high,652.1585847,1415.205489,763.0469043,28.26099646,8,9,14_mm_9,2002,2,6,83,315,83 _ 2002
mm_2002,F,2002,mm,200,27,7,0.75,0.333333333,0.293993506,0.342857143,0.461538462,0.179487179,-2.015037594,2.015037594,1,6,22,uv,1,1,high,high,501.7919096,988.5555431,486.7636335,18.02828272,8,9,14_mm_9,2002,2,6,83,285,83 _ 2002
mm_2003,M,2003,mm,200,27,8,0.142857143,0,0.351648352,0.066666667,0.150537634,0,-1.632653061,1.632653061,0.212655166,0,2,uv,1,1,high,low,452.8727086,1012.923545,560.0508364,20.74262357,9,11,14_mm_11,2003,3,11,83,611,83 _ 2003
mm_2003,M,2003,mm,200,27,8,0.142857143,0,0.351648352,0.066666667,0.150537634,0,-1.632653061,1.632653061,0.212655166,0,2,uv,1,1,high,low,445.2947384,989.9734993,544.6787609,20.17328744,9,11,14_mm_11,2003,3,11,83,881,83 _ 2003
mm_2003,F,2003,mm,200,27,8,0.142857143,0,0.351648352,0.066666667,0.150537634,0,-1.632653061,1.632653061,0.212655166,0,2,uv,1,1,high,low,354.3285398,767.4677442,413.1392044,15.30145201,9,11,14_mm_11,2003,3,11,83,104,83 _ 2003
mm_2003,M,2003,mm,200,27,8,0.142857143,0,0.351648352,0.066666667,0.150537634,0,-1.632653061,1.632653061,0.212655166,0,2,uv,1,1,high,low,438.2406773,990.4647714,552.2240941,20.45274423,9,11,14_mm_11,2003,3,11,83,589,83 _ 2003
mm_2003,M,2003,mm,200,27,8,0.142857143,0,0.351648352,0.066666667,0.150537634,0,-1.632653061,1.632653061,0.212655166,0,2,uv,0,0,high,low,301.4035624,695.5783159,394.1747535,14.59906494,9,11,14_mm_11,2003,3,11,83,409,83 _ 2003
mm_2003,F,2003,mm,200,27,8,0.142857143,0,0.351648352,0.066666667,0.150537634,0,-1.632653061,1.632653061,0.212655166,0,2,uv,1,1,high,low,441.7197175,912.4847187,470.7650012,17.43574079,9,11,14_mm_11,2003,3,11,83,741,83 _ 2003
mm_2003,M,2003,mm,NA,NA,8,0.142857143,0,0.351648352,0.066666667,0.150537634,0,-1.632653061,1.632653061,0.212655166,0,2,uv,1,1,high,low,264.8524658,961.041795,696.1893292,NA,9,11,14_mm_11,2003,3,11,83,866,83 _ 2003
mm_2003,F,2003,mm,200,27,8,0.142857143,0,0.351648352,0.066666667,0.150537634,0,-1.632653061,1.632653061,0.212655166,0,2,uv,0,0,high,low,463.5821988,962.0078144,498.4256156,18.46020799,9,11,14_mm_11,2003,3,11,83,952,83 _ 2003
mm_2004,M,2004,mm,191,36,3,0.076923077,0.076923077,0.079324786,0.179310345,0.04,0.333333333,-2.714532872,2.714532872,0.02272593,2,2,uv,1,0,low,low,545.5563391,1526.174686,980.6183469,27.23939853,10,19,14_mm_19,2004,6,18,83,283,83 _ 2004
mm_2004,F,2004,mm,191,36,3,0.076923077,0.076923077,0.079324786,0.179310345,0.04,0.333333333,-2.714532872,2.714532872,0.02272593,2,2,uv,1,1,low,low,539.0366383,1504.028693,964.9920547,26.80533485,10,19,14_mm_19,2004,6,18,83,407,83 _ 2004
mm_2004,F,2004,mm,191,36,3,0.076923077,0.076923077,0.079324786,0.179310345,0.04,0.333333333,-2.714532872,2.714532872,0.02272593,2,2,uv,1,1,low,low,514.1228522,1414.017277,899.8944248,24.99706736,10,19,14_mm_19,2004,6,18,83,924,83 _ 2004
mm_2006,F,2006,mm,NA,NA,6,0.111111111,0.166666667,0,0.191489362,0.086538462,0.3,-2.308724832,2.308724832,0.575494779,12,7,uv,1,1,low,low,346.5761228,1087.843986,741.2678632,NA,12,26,14_mm_26,2006,4,11,83,137,83 _ 2006
mm_2006,M,2006,mm,NA,NA,6,0.111111111,0.166666667,0,0.191489362,0.086538462,0.3,-2.308724832,2.308724832,0.575494779,12,7,uv,1,1,low,low,352.2009927,1179.506908,827.3059153,NA,12,26,14_mm_26,2006,4,11,83,481,83 _ 2006
mm_2006,F,2006,mm,NA,NA,6,0.111111111,0.166666667,0,0.191489362,0.086538462,0.3,-2.308724832,2.308724832,0.575494779,12,7,uv,1,1,low,low,324.9050536,1057.903993,732.9989394,NA,12,26,14_mm_26,2006,4,11,83,982,83 _ 2006
mm_2006,M,2006,mm,NA,NA,6,0.111111111,0.166666667,0,0.191489362,0.086538462,0.3,-2.308724832,2.308724832,0.575494779,12,7,uv,1,1,low,low,528.2912959,1483.076446,954.7851501,NA,12,26,14_mm_26,2006,4,11,83,517,83 _ 2006
mm_2006,M,2006,mm,NA,NA,6,0.111111111,0.166666667,0,0.191489362,0.086538462,0.3,-2.308724832,2.308724832,0.575494779,12,7,uv,0,0,low,low,590.9194451,1597.939526,1007.020081,NA,12,26,14_mm_26,2006,4,11,83,1024,83 _ 2006
mm_2006,M,2006,mm,NA,NA,6,0.111111111,0.166666667,0,0.191489362,0.086538462,0.3,-2.308724832,2.308724832,0.575494779,12,7,uv,0,0,low,low,388.0701539,1220.992061,832.9219071,NA,12,26,14_mm_26,2006,4,11,83,616,83 _ 2006
picnic_2002,F,2002,picnic,179,48,5,0.35,0.15,0.050260231,0.06006006,0.05788712,0.315789474,-2.118541033,2.118541033,1,8,20,uv,1,1,low,high,279.7835606,1271.932317,992.1487564,20.66976576,6,37,14_pc_37,2002,3,20,71,108,71 _ 2002
picnic_2002,F,2002,picnic,179,48,5,0.35,0.15,0.050260231,0.06006006,0.05788712,0.315789474,-2.118541033,2.118541033,1,8,20,uv,1,1,low,high,249.3698332,1138.744899,889.3750658,18.5286472,6,37,14_pc_37,2002,3,20,71,142,71 _ 2002
picnic_2002,F,2002,picnic,179,48,5,0.35,0.15,0.050260231,0.06006006,0.05788712,0.315789474,-2.118541033,2.118541033,1,8,20,uv,1,1,low,high,239.7935326,1112.250027,872.4564944,18.17617697,6,37,14_pc_37,2002,3,20,71,724,71 _ 2002
picnic_2002,M,2002,picnic,179,48,5,0.35,0.15,0.050260231,0.06006006,0.05788712,0.315789474,-2.118541033,2.118541033,1,8,20,uv,1,1,low,high,224.0275738,1171.860101,947.8325272,19.74651098,6,37,14_pc_37,2002,3,20,71,292,71 _ 2002
picnic_2002,F,2002,picnic,182,45,5,0.35,0.15,0.050260231,0.06006006,0.05788712,0.315789474,-2.118541033,2.118541033,1,8,20,uv,1,1,low,high,260.2314645,995.684298,735.4528335,16.3433963,6,37,14_pc_37,2002,3,20,71,776,71 _ 2002
picnic_2003,M,2003,picnic,204,23,4,0.027027027,0.027027027,0,0.061769616,0.053084648,1,-1.962598425,1.962598425,0.093872749,1,1,uv,1,1,high,high,619.2105337,1128.492262,509.2817283,22.14268384,7,32,14_pc_32,2003,7,30,71,367,71 _ 2003
picnic_2003,M,2003,picnic,204,23,4,0.027027027,0.027027027,0,0.061769616,0.053084648,1,-1.962598425,1.962598425,0.093872749,1,1,uv,1,1,high,high,597.5695914,1091.733176,494.1635846,21.48537324,7,32,14_pc_32,2003,7,30,71,745,71 _ 2003
picnic_2003,M,2003,picnic,204,23,4,0.027027027,0.027027027,0,0.061769616,0.053084648,1,-1.962598425,1.962598425,0.093872749,1,1,uv,1,1,high,high,585.6176528,1080.057992,494.4403392,21.49740605,7,32,14_pc_32,2003,7,30,71,518,71 _ 2003
picnic_2003,F,2003,picnic,204,23,4,0.027027027,0.027027027,0,0.061769616,0.053084648,1,-1.962598425,1.962598425,0.093872749,1,1,uv,1,1,high,high,563.9927984,1002.497351,438.5045526,19.06541533,7,32,14_pc_32,2003,7,30,71,941,71 _ 2003
picnic_2004,F,2004,picnic,198,29,5,0.047619048,0.023809524,0.02055375,0.039142591,0.049295775,0,-3.664136622,3.664136622,0.16280765,2,4,uv,1,0,high,high,371.1674778,937.6070519,566.4395741,19.53239911,8,40,14_pc_40,2004,1,33,71,302,71 _ 2004
picnic_2004,F,2004,picnic,198,29,5,0.047619048,0.023809524,0.02055375,0.039142591,0.049295775,0,-3.664136622,3.664136622,0.16280765,2,4,uv,1,0,high,high,413.3677589,1021.113769,607.7460101,20.95675897,8,40,14_pc_40,2004,1,33,71,632,71 _ 2004
picnic_2004,F,2004,picnic,NA,NA,5,0.047619048,0.023809524,0.02055375,0.039142591,0.049295775,0,-3.664136622,3.664136622,0.16280765,2,4,uv,1,0,high,high,304.5673341,1085.213621,780.6462869,NA,8,40,14_pc_40,2004,1,33,71,962,71 _ 2004
picnic_2004,F,2004,picnic,198,29,5,0.047619048,0.023809524,0.02055375,0.039142591,0.049295775,0,-3.664136622,3.664136622,0.16280765,2,4,uv,1,0,high,high,412.4348213,994.9955718,582.5607505,20.08830174,8,40,14_pc_40,2004,1,33,71,461,71 _ 2004
picnic_2004,F,2004,picnic,198,29,5,0.047619048,0.023809524,0.02055375,0.039142591,0.049295775,0,-3.664136622,3.664136622,0.16280765,2,4,uv,1,1,high,high,405.4073116,992.5561523,587.1488407,20.24651175,8,40,14_pc_40,2004,1,33,71,812,71 _ 2004
town_2003,M,2003,town,180,47,8,0.545454545,0.090909091,0.040515873,0.423076923,0.647058824,0.619047619,-1.757575758,1.757575758,0.474059773,2,8,dv,1,1,low,low,303.4980379,1480.262871,1176.764833,25.03754964,5,51,14_tw_51,2003,1,6,73,720,73 _ 2003
town_2003,M,2003,town,180,47,8,0.545454545,0.090909091,0.040515873,0.423076923,0.647058824,0.619047619,-1.757575758,1.757575758,0.474059773,2,8,dv,1,1,low,low,420.6072821,1823.864047,1403.256765,29.85652691,5,51,14_tw_51,2003,1,6,73,284,73 _ 2003
town_2003,F,2003,town,180,47,8,0.545454545,0.090909091,0.040515873,0.423076923,0.647058824,0.619047619,-1.757575758,1.757575758,0.474059773,2,8,dv,1,1,low,low,364.4097425,1434.883115,1070.473373,22.7760292,5,51,14_tw_51,2003,1,6,73,743,73 _ 2003
town_2003,F,2003,town,180,47,8,0.545454545,0.090909091,0.040515873,0.423076923,0.647058824,0.619047619,-1.757575758,1.757575758,0.474059773,2,8,dv,1,0,low,low,344.6575188,1489.099954,1144.442435,24.34983905,5,51,14_tw_51,2003,1,6,73,437,73 _ 2003
town_2003,M,2003,town,180,47,8,0.545454545,0.090909091,0.040515873,0.423076923,0.647058824,0.619047619,-1.757575758,1.757575758,0.474059773,2,8,dv,1,1,low,low,372.5177662,1576.013527,1203.495761,25.60629278,5,51,14_tw_51,2003,1,6,73,348,73 _ 2003
town_2003,M,2003,town,180,47,8,0.545454545,0.090909091,0.040515873,0.423076923,0.647058824,0.619047619,-1.757575758,1.757575758,0.474059773,2,8,dv,1,1,low,low,347.6209036,1583.962111,1236.341207,26.30513207,5,51,14_tw_51,2003,1,6,73,546,73 _ 2003
town_2003,M,2003,town,180,47,8,0.545454545,0.090909091,0.040515873,0.423076923,0.647058824,0.619047619,-1.757575758,1.757575758,0.474059773,2,8,dv,1,1,low,low,405.6250185,1773.182815,1367.557797,29.09697439,5,51,14_tw_51,2003,1,6,73,853,73 _ 2003
town_2003,F,2003,town,180,47,8,0.545454545,0.090909091,0.040515873,0.423076923,0.647058824,0.619047619,-1.757575758,1.757575758,0.474059773,2,8,dv,1,1,low,low,341.936549,1462.190252,1120.253703,23.83518517,5,51,14_tw_51,2003,1,6,73,239,73 _ 2003
town_2004,M,2004,town,179,48,8,0.111111111,0.222222222,0.213507625,0.117647059,0.104651163,0,-2.007751938,2.007751938,0.27150636,5,3,dv,0,0,low,low,337.6945131,1699.322768,1361.628255,28.36725531,6,81,14_tw_81,2004,1,14,73,359,73 _ 2004
town_2004,M,2004,town,179,48,8,0.111111111,0.222222222,0.213507625,0.117647059,0.104651163,0,-2.007751938,2.007751938,0.27150636,5,3,dv,1,1,low,low,379.260138,1814.400344,1435.140206,29.89875429,6,81,14_tw_81,2004,1,14,73,625,73 _ 2004
town_2004,M,2004,town,179,48,8,0.111111111,0.222222222,0.213507625,0.117647059,0.104651163,0,-2.007751938,2.007751938,0.27150636,5,3,dv,1,1,low,low,430.5160334,1843.923594,1413.407561,29.44599085,6,81,14_tw_81,2004,1,14,73,818,73 _ 2004
town_2004,F,2004,town,179,48,8,0.111111111,0.222222222,0.213507625,0.117647059,0.104651163,0,-2.007751938,2.007751938,0.27150636,5,3,dv,1,1,low,low,374.2150943,1722.397162,1348.182068,28.08712641,6,81,14_tw_81,2004,1,14,73,526,73 _ 2004
town_2004,F,2004,town,179,48,8,0.111111111,0.222222222,0.213507625,0.117647059,0.104651163,0,-2.007751938,2.007751938,0.27150636,5,3,dv,1,1,low,low,346.6828321,1737.638958,1390.956126,28.97825262,6,81,14_tw_81,2004,1,14,73,912,73 _ 2004
town_2004,M,2004,town,179,48,8,0.111111111,0.222222222,0.213507625,0.117647059,0.104651163,0,-2.007751938,2.007751938,0.27150636,5,3,dv,1,0,low,low,389.4431134,2033.18718,1643.744067,34.24466805,6,81,14_tw_81,2004,1,14,73,792,73 _ 2004
town_2004,M,2004,town,179,48,8,0.111111111,0.222222222,0.213507625,0.117647059,0.104651163,0,-2.007751938,2.007751938,0.27150636,5,3,dv,1,0,low,low,463.5733241,1975.253071,1511.679747,31.49332806,6,81,14_tw_81,2004,1,14,73,663,73 _ 2004
town_2004,M,2004,town,179,48,8,0.111111111,0.222222222,0.213507625,0.117647059,0.104651163,0,-2.007751938,2.007751938,0.27150636,5,3,dv,1,1,low,low,458.9068304,2198.862681,1739.955851,36.24908022,6,81,14_tw_81,2004,1,14,73,241,73 _ 2004
town_2006,M,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,0,0,high,high,271.9538193,1019.610094,747.6562747,20.20692634,8,87,14_tw_87,2006,1,14,73,324,73 _ 2006
town_2006,F,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,0,0,high,high,312.6668898,1059.074167,746.4072772,20.17316965,8,87,14_tw_87,2006,1,14,73,1011,73 _ 2006
town_2006,F,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,0,0,high,high,314.1296606,1011.885515,697.7558544,18.85826634,8,87,14_tw_87,2006,1,14,73,940,73 _ 2006
town_2006,M,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,0,0,high,high,245.4307939,973.6807515,728.2499576,19.68243129,8,87,14_tw_87,2006,1,14,73,515,73 _ 2006
town_2006,M,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,1,0,high,high,334.2488263,1176.404641,842.1558147,22.76096796,8,87,14_tw_87,2006,1,14,73,393,73 _ 2006
town_2006,M,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,0,0,high,high,316.2469173,1140.742161,824.4952437,22.28365524,8,87,14_tw_87,2006,1,14,73,802,73 _ 2006
town_2006,F,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,0,0,high,high,308.8147926,1047.020107,738.2053144,19.95149498,8,87,14_tw_87,2006,1,14,73,993,73 _ 2006
town_2006,M,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,0,0,high,high,241.6130672,963.711902,722.0988348,19.51618472,8,87,14_tw_87,2006,1,14,73,162,73 _ 2006
town_2006,F,2006,town,190,37,9,0.2,0,0.057142857,0.0625,0.076923077,0.333333333,-1.837209302,1.837209302,0,0,4,dv,0,0,high,high,308.6550033,1037.656947,729.0019437,19.70275524,8,87,14_tw_87,2006,1,14,73,375,73 _ 2006
river_2002,F,2002,river,177,50,6,0.2,0.133333333,0.137930841,0.267857143,0.309278351,0.066666667,-2.982222222,2.982222222,0.161757657,6,8,dv,1,1,low,high,408.042244,1736.949518,1328.907274,26.57814548,2,5,14_br_5,2002,11,14,81,901,81 _ 2002
river_2002,F,2002,river,177,50,6,0.2,0.133333333,0.137930841,0.267857143,0.309278351,0.066666667,-2.982222222,2.982222222,0.161757657,6,8,dv,1,1,low,high,392.2035248,1824.424909,1432.221384,28.64442768,2,5,14_br_5,2002,11,14,81,263,81 _ 2002
