colony_year,pup_sex,pup_yrborn,pup_col_area,pup_emerjdate,aug15_emergence,pup_littersizeborn,indegree,outdegree,betweenness,outcloseness,incloseness,local_clustering,neg_ave_shortest_path,ave_shortest_path,eigenv,outstrength,instrength,valley,pup_summer_surv,pup_year_surv,yearly.pred.index,overall.index,pup_massjun,pup_massaug,mass_gain,mass_gain.day,mother_age,cluster,groupID,year,group_size,network_size,mother_uid,pup_uid,mother_year
town_2009,F,2009,town,171,56,7,0.285714286,0.142857143,0,0.162790698,0.166666667,0.333333333,-1.230769231,1.230769231,2.29E-16,2,5,dv,1,1,high,high,264.5643293,1337.096879,1072.53255,19.15236696,5,82,14_tw_82,2009,3,13,59,666,59 _ 2009
town_2009,M,2009,town,NA,NA,7,0.285714286,0.142857143,0,0.162790698,0.166666667,0.333333333,-1.230769231,1.230769231,2.29E-16,2,5,dv,0,0,high,high,583.3516617,1834.662135,1251.310473,NA,5,82,14_tw_82,2009,3,13,59,381,59 _ 2009
picnic_2006,F,2006,picnic,195,32,2,0.043478261,0.02173913,0,0.092369478,0.022222222,0.333333333,-2.710543549,2.710543549,0.001901552,2,7,uv,0,0,high,high,351.0098565,900.6865007,549.6766442,17.17739513,2,63,14_pc_63,2006,1,44,99,103,99 _ 2006
picnic_2006,F,2006,picnic,195,32,2,0.043478261,0.02173913,0,0.092369478,0.022222222,0.333333333,-2.710543549,2.710543549,0.001901552,2,7,uv,1,0,high,high,327.7121666,808.8461681,481.1340015,15.03543755,2,63,14_pc_63,2006,1,44,99,691,99 _ 2006
picnic_2008,F,2008,picnic,199,28,1,0.161290323,0.096774194,0.00030722,0.08401084,0.069662921,0.321428571,-3.004106776,3.004106776,0.488368812,10,27,uv,1,1,high,high,310.2500092,780.6764598,470.4264506,16.80094466,4,55,14_pc_55,2008,3,29,12,417,12 _ 2008
picnic_2010,M,2010,picnic,202,25,5,0.133333333,0.066666667,0,0.170454545,0.154639175,1,-2.740506329,2.740506329,0.131195352,2,2,uv,1,0,high,high,539.09382,1072.054851,532.961031,21.31844124,6,56,14_pc_56,2010,2,18,12,784,12 _ 2010
picnic_2010,F,2010,picnic,202,25,5,0.133333333,0.066666667,0,0.170454545,0.154639175,1,-2.740506329,2.740506329,0.131195352,2,2,uv,1,0,high,high,379.0877412,898.2065772,519.118836,20.76475344,6,56,14_pc_56,2010,2,18,12,502,12 _ 2010
picnic_2010,M,2010,picnic,202,25,5,0.133333333,0.066666667,0,0.170454545,0.154639175,1,-2.740506329,2.740506329,0.131195352,2,2,uv,1,0,high,high,459.39899,1015.204714,555.805724,22.23222896,6,56,14_pc_56,2010,2,18,12,316,12 _ 2010
picnic_2010,F,2010,picnic,202,25,5,0.133333333,0.066666667,0,0.170454545,0.154639175,1,-2.740506329,2.740506329,0.131195352,2,2,uv,1,0,high,high,471.4151646,970.1643011,498.7491365,19.94996546,6,56,14_pc_56,2010,2,18,12,696,12 _ 2010
picnic_2010,M,2010,picnic,202,25,5,0.133333333,0.066666667,0,0.170454545,0.154639175,1,-2.740506329,2.740506329,0.131195352,2,2,uv,1,0,high,high,441.2133615,948.3004258,507.0870643,20.28348257,6,56,14_pc_56,2010,2,18,12,213,12 _ 2010
picnic_2013,F,2013,picnic,183,44,4,0.057142857,0.028571429,0.001176471,0.277777778,0.173267327,0.333333333,-2.225289403,2.225289403,0.065342635,2,2,uv,1,0,low,low,795.4212232,1932.602513,1137.18129,25.84502931,9,65,14_pc_65,2013,6,25,12,566,12 _ 2013
picnic_2013,F,2013,picnic,183,44,4,0.057142857,0.028571429,0.001176471,0.277777778,0.173267327,0.333333333,-2.225289403,2.225289403,0.065342635,2,2,uv,1,1,low,low,553.4074549,1657.114934,1103.707479,25.08426089,9,65,14_pc_65,2013,6,25,12,629,12 _ 2013
picnic_2013,F,2013,picnic,183,44,4,0.057142857,0.028571429,0.001176471,0.277777778,0.173267327,0.333333333,-2.225289403,2.225289403,0.065342635,2,2,uv,1,1,low,low,518.4138016,1557.802724,1039.388922,23.62247551,9,65,14_pc_65,2013,6,25,12,208,12 _ 2013
picnic_2013,F,2013,picnic,183,44,4,0.057142857,0.028571429,0.001176471,0.277777778,0.173267327,0.333333333,-2.225289403,2.225289403,0.065342635,2,2,uv,1,1,low,low,512.1943416,1623.53702,1111.342678,25.25778815,9,65,14_pc_65,2013,6,25,12,564,12 _ 2013
picnic_2014,F,2014,picnic,192,35,3,0.03030303,0.090909091,0,0.115384615,0.145374449,0.5,-2.529342723,2.529342723,0.025856234,3,2,uv,1,0,low,low,563.0942529,1464.246426,901.1521731,25.74720495,10,60,14_pc_60,2014,8,35,12,637,12 _ 2014
picnic_2014,M,2014,picnic,192,35,3,0.03030303,0.090909091,0,0.115384615,0.145374449,0.5,-2.529342723,2.529342723,0.025856234,3,2,uv,1,0,low,low,611.3524595,1476.37208,865.0196205,24.7148463,10,60,14_pc_60,2014,8,35,12,714,12 _ 2014
picnic_2014,M,2014,picnic,192,35,3,0.03030303,0.090909091,0,0.115384615,0.145374449,0.5,-2.529342723,2.529342723,0.025856234,3,2,uv,0,0,low,low,649.7713677,1541.956478,892.1851103,25.49100315,10,60,14_pc_60,2014,8,35,12,536,12 _ 2014
town_2008,M,2008,town,190,37,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,0,0,high,high,390.1490241,1340.488503,950.3394789,25.68485078,3,99,14_tw_99,2008,1,12,31,119,31 _ 2008
town_2008,F,2008,town,NA,NA,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,1,0,high,high,403.0457832,1416.996771,1013.950988,NA,3,99,14_tw_99,2008,1,12,31,1021,31 _ 2008
town_2008,M,2008,town,190,37,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,0,0,high,high,513.1681181,1597.599568,1084.43145,29.30895811,3,99,14_tw_99,2008,1,12,31,1029,31 _ 2008
town_2008,F,2008,town,NA,NA,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,1,1,high,high,415.3612799,1389.018432,973.6571521,NA,3,99,14_tw_99,2008,1,12,31,734,31 _ 2008
town_2008,M,2008,town,190,37,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,0,0,high,high,430.0908551,1416.049095,985.9582399,26.64752,3,99,14_tw_99,2008,1,12,31,768,31 _ 2008
town_2008,M,2008,town,190,37,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,1,1,high,high,421.4282983,1475.071823,1053.643525,28.47685202,3,99,14_tw_99,2008,1,12,31,651,31 _ 2008
town_2008,M,2008,town,NA,NA,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,0,0,high,high,419.3684665,1501.20252,1081.834054,NA,3,99,14_tw_99,2008,1,12,31,652,31 _ 2008
town_2008,F,2008,town,NA,NA,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,0,0,high,high,466.5803842,1482.690729,1016.110345,NA,3,99,14_tw_99,2008,1,12,31,921,31 _ 2008
town_2008,F,2008,town,190,37,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,0,0,high,high,343.7628,1140.734939,796.972139,21.53978754,3,99,14_tw_99,2008,1,12,31,635,31 _ 2008
town_2008,F,2008,town,190,37,10,0.181818182,0.090909091,0.181818182,0.090909091,0.135802469,0,-2.024390244,2.024390244,0.298403316,2,2,dv,0,0,high,high,436.4670037,1343.884898,907.4178943,24.52480795,3,99,14_tw_99,2008,1,12,31,386,31 _ 2008
town_2010,F,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,363.2350167,1380.530184,1017.295167,24.81207725,5,89,14_tw_89,2010,15,18,31,675,31 _ 2010
town_2010,M,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,394.107679,1522.62659,1128.518911,27.52485149,5,89,14_tw_89,2010,15,18,31,104,31 _ 2010
town_2010,F,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,398.3119592,1461.691792,1063.379833,25.93609348,5,89,14_tw_89,2010,15,18,31,841,31 _ 2010
town_2010,F,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,380.3507681,1424.567206,1044.216438,25.46869361,5,89,14_tw_89,2010,15,18,31,736,31 _ 2010
town_2010,M,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,400.5903058,1536.252318,1135.662012,27.69907347,5,89,14_tw_89,2010,15,18,31,377,31 _ 2010
town_2010,F,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,431.4970427,1532.286722,1100.789679,26.84852876,5,89,14_tw_89,2010,15,18,31,745,31 _ 2010
town_2010,F,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,420.4508447,1509.630861,1089.180016,26.56536625,5,89,14_tw_89,2010,15,18,31,491,31 _ 2010
town_2010,F,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,457.9160333,1576.604919,1118.688886,27.28509477,5,89,14_tw_89,2010,15,18,31,672,31 _ 2010
town_2010,M,2010,town,186,41,9,0.166666667,0,0,0.052631579,0.075949367,1,-2.993589744,2.993589744,0.446471101,0,5,dv,0,0,high,high,369.9066363,1465.796111,1095.889475,26.72901158,5,89,14_tw_89,2010,15,18,31,328,31 _ 2010
river_2009,M,2009,river,181,46,5,0.142857143,0.071428571,0.131868132,0.082352941,0.076923077,0,-1.48,1.48,0.41582975,2,3,dv,1,1,low,low,502.619562,1739.440012,1236.82045,26.88740109,2,12,14_br_12,2009,1,25,30,577,30 _ 2009
river_2009,M,2009,river,181,46,5,0.142857143,0.071428571,0.131868132,0.082352941,0.076923077,0,-1.48,1.48,0.41582975,2,3,dv,0,0,low,low,499.0982659,1655.468167,1156.369901,25.13847611,2,12,14_br_12,2009,1,25,30,969,30 _ 2009
river_2009,F,2009,river,181,46,5,0.142857143,0.071428571,0.131868132,0.082352941,0.076923077,0,-1.48,1.48,0.41582975,2,3,dv,1,1,low,low,488.8579477,1654.82743,1165.969482,25.34716266,2,12,14_br_12,2009,1,25,30,402,30 _ 2009
river_2009,M,2009,river,181,46,5,0.142857143,0.071428571,0.131868132,0.082352941,0.076923077,0,-1.48,1.48,0.41582975,2,3,dv,1,1,low,low,473.6342707,1636.567814,1162.933543,25.28116398,2,12,14_br_12,2009,1,25,30,530,30 _ 2009
river_2009,F,2009,river,181,46,5,0.142857143,0.071428571,0.131868132,0.082352941,0.076923077,0,-1.48,1.48,0.41582975,2,3,dv,1,1,low,low,403.4786499,1387.267962,983.7893121,21.38672418,2,12,14_br_12,2009,1,25,30,165,30 _ 2009
river_2006,F,2006,river,186,41,5,0.068965517,0,0,0.033333333,0.066666667,1,-2.171521036,2.171521036,0.0806768,0,3,dv,1,1,low,low,422.9213449,1241.606485,818.6851401,19.96793025,2,22,14_br_22,2006,5,35,84,469,84 _ 2006
river_2006,M,2006,river,186,41,5,0.068965517,0,0,0.033333333,0.066666667,1,-2.171521036,2.171521036,0.0806768,0,3,dv,1,1,low,low,395.7098516,1297.97808,902.2682284,22.00654216,2,22,14_br_22,2006,5,35,84,500,84 _ 2006
river_2006,F,2006,river,186,41,5,0.068965517,0,0,0.033333333,0.066666667,1,-2.171521036,2.171521036,0.0806768,0,3,dv,1,1,low,low,375.2806918,1153.486502,778.2058102,18.98062952,2,22,14_br_22,2006,5,35,84,293,84 _ 2006
river_2006,F,2006,river,186,41,5,0.068965517,0,0,0.033333333,0.066666667,1,-2.171521036,2.171521036,0.0806768,0,3,dv,1,1,low,low,432.7981794,1262.391784,829.5936046,20.23399036,2,22,14_br_22,2006,5,35,84,716,84 _ 2006
river_2006,M,2006,river,186,41,5,0.068965517,0,0,0.033333333,0.066666667,1,-2.171521036,2.171521036,0.0806768,0,3,dv,1,0,low,low,286.1559492,1029.557569,743.4016198,18.13174682,2,22,14_br_22,2006,5,35,84,503,84 _ 2006
river_2007,F,2007,river,182,45,5,0.315789474,0.263157895,0.004511278,0.177570093,0.169642857,0.218181818,-2.016064257,2.016064257,0.650920148,11,29,dv,1,0,high,high,364.8076237,1200.647029,835.8394053,18.57420901,3,19,14_br_19,2007,3,30,84,383,84 _ 2007
river_2007,M,2007,river,182,45,5,0.315789474,0.263157895,0.004511278,0.177570093,0.169642857,0.218181818,-2.016064257,2.016064257,0.650920148,11,29,dv,0,0,high,high,376.2545662,1360.520632,984.2660658,21.87257924,3,19,14_br_19,2007,3,30,84,350,84 _ 2007
river_2007,F,2007,river,182,45,5,0.315789474,0.263157895,0.004511278,0.177570093,0.169642857,0.218181818,-2.016064257,2.016064257,0.650920148,11,29,dv,1,0,high,high,296.8149189,1241.053983,944.2390641,20.98309031,3,19,14_br_19,2007,3,30,84,344,84 _ 2007
river_2007,F,2007,river,NA,NA,5,0.315789474,0.263157895,0.004511278,0.177570093,0.169642857,0.218181818,-2.016064257,2.016064257,0.650920148,11,29,dv,1,0,high,high,315.7021525,1014.093159,698.3910065,NA,3,19,14_br_19,2007,3,30,84,929,84 _ 2007
river_2007,M,2007,river,182,45,5,0.315789474,0.263157895,0.004511278,0.177570093,0.169642857,0.218181818,-2.016064257,2.016064257,0.650920148,11,29,dv,0,0,high,high,348.9942226,1334.522176,985.5279534,21.90062119,3,19,14_br_19,2007,3,30,84,611,84 _ 2007
river_2007,M,2007,river,183,44,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,1,1,high,high,444.9319116,1621.522334,1176.590422,26.74069142,3,17,14_br_17,2007,3,30,60,904,60 _ 2007
river_2007,M,2007,river,183,44,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,0,0,high,high,346.7709544,1277.860681,931.0897266,21.16113015,3,17,14_br_17,2007,3,30,60,1017,60 _ 2007
river_2007,M,2007,river,183,44,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,1,0,high,high,551.46916,1689.88174,1138.41258,25.87301318,3,17,14_br_17,2007,3,30,60,638,60 _ 2007
river_2007,M,2007,river,183,44,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,0,0,high,high,511.2563175,1590.578412,1079.322095,24.5300476,3,17,14_br_17,2007,3,30,60,589,60 _ 2007
river_2007,F,2007,river,NA,NA,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,1,1,high,high,645.7371948,1689.603096,1043.865901,NA,3,17,14_br_17,2007,3,30,60,792,60 _ 2007
river_2007,F,2007,river,NA,NA,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,0,0,high,high,607.3965834,1679.947502,1072.550919,NA,3,17,14_br_17,2007,3,30,60,493,60 _ 2007
river_2007,F,2007,river,183,44,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,1,1,high,high,510.8659855,1566.455397,1055.589412,23.99066844,3,17,14_br_17,2007,3,30,60,173,60 _ 2007
river_2007,F,2007,river,183,44,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,0,0,high,high,483.1151188,1494.020683,1010.905564,22.97512646,3,17,14_br_17,2007,3,30,60,830,60 _ 2007
river_2007,F,2007,river,NA,NA,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,0,0,high,high,580.104702,1548.002361,967.897659,NA,3,17,14_br_17,2007,3,30,60,275,60 _ 2007
river_2007,F,2007,river,NA,NA,10,0.105263158,0.105263158,0.003898635,0.058641975,0.055555556,0.333333333,-2.016064257,2.016064257,3.30E-17,11,14,dv,1,0,high,high,545.5273636,1528.197597,982.6702334,NA,3,17,14_br_17,2007,3,30,60,154,60 _ 2007
river_2008,F,2008,river,190,37,6,0.133333333,0.333333333,0.06984127,0.109489051,0.111940299,0.238095238,-1.88,1.88,0.565285413,10,3,dv,1,1,low,high,611.0827579,1523.74208,912.6593221,24.66646816,4,17,14_br_17,2008,6,25,60,428,60 _ 2008
river_2008,M,2008,river,NA,NA,6,0.133333333,0.333333333,0.06984127,0.109489051,0.111940299,0.238095238,-1.88,1.88,0.565285413,10,3,dv,0,0,low,high,607.7043532,1668.854089,1061.149736,NA,4,17,14_br_17,2008,6,25,60,694,60 _ 2008
river_2008,M,2008,river,190,37,6,0.133333333,0.333333333,0.06984127,0.109489051,0.111940299,0.238095238,-1.88,1.88,0.565285413,10,3,dv,1,1,low,high,592.8417507,1503.898018,911.0562673,24.62314236,4,17,14_br_17,2008,6,25,60,576,60 _ 2008
river_2008,M,2008,river,NA,NA,6,0.133333333,0.333333333,0.06984127,0.109489051,0.111940299,0.238095238,-1.88,1.88,0.565285413,10,3,dv,1,0,low,high,647.3154389,1800.243365,1152.927926,NA,4,17,14_br_17,2008,6,25,60,1042,60 _ 2008
river_2008,F,2008,river,190,37,6,0.133333333,0.333333333,0.06984127,0.109489051,0.111940299,0.238095238,-1.88,1.88,0.565285413,10,3,dv,1,1,low,high,563.103137,1411.043582,847.940445,22.91730932,4,17,14_br_17,2008,6,25,60,210,60 _ 2008
river_2008,M,2008,river,NA,NA,6,0.133333333,0.333333333,0.06984127,0.109489051,0.111940299,0.238095238,-1.88,1.88,0.565285413,10,3,dv,0,0,low,high,566.3541758,1583.548624,1017.194448,NA,4,17,14_br_17,2008,6,25,60,228,60 _ 2008
river_2010,F,2010,river,186,41,6,0.035714286,0,0,0.034482759,0.048109966,NA,-2.666666667,2.666666667,0.000575747,0,3,dv,0,0,low,low,479.7934604,1501.175901,1021.382441,24.91176684,6,9,14_br_9,2010,5,43,60,642,60 _ 2010
river_2010,F,2010,river,186,41,6,0.035714286,0,0,0.034482759,0.048109966,NA,-2.666666667,2.666666667,0.000575747,0,3,dv,0,0,low,low,487.3202479,1458.458964,971.1387161,23.68631015,6,9,14_br_9,2010,5,43,60,340,60 _ 2010
river_2010,F,2010,river,186,41,6,0.035714286,0,0,0.034482759,0.048109966,NA,-2.666666667,2.666666667,0.000575747,0,3,dv,1,0,low,low,471.276315,1392.724278,921.447963,22.47434056,6,9,14_br_9,2010,5,43,60,352,60 _ 2010
river_2010,M,2010,river,186,41,6,0.035714286,0,0,0.034482759,0.048109966,NA,-2.666666667,2.666666667,0.000575747,0,3,dv,1,0,low,low,504.8852559,1612.214087,1107.328831,27.00802027,6,9,14_br_9,2010,5,43,60,648,60 _ 2010
river_2010,M,2010,river,186,41,6,0.035714286,0,0,0.034482759,0.048109966,NA,-2.666666667,2.666666667,0.000575747,0,3,dv,0,0,low,low,449.5206978,1258.348089,808.8273912,19.72749735,6,9,14_br_9,2010,5,43,60,899,60 _ 2010
river_2010,M,2010,river,186,41,6,0.035714286,0,0,0.034482759,0.048109966,NA,-2.666666667,2.666666667,0.000575747,0,3,dv,1,0,low,low,465.6449254,1415.636763,949.9918376,23.17053262,6,9,14_br_9,2010,5,43,60,401,60 _ 2010
river_2007,M,2007,river,180,47,2,0.052631579,0.105263158,0,0.058641975,0.055393586,0.333333333,-2.016064257,2.016064257,1.77E-17,8,10,dv,1,1,high,high,552.9710602,1832.85573,1279.88467,27.23158872,3,17,14_br_17,2007,3,30,2,230,2 _ 2007
river_2007,F,2007,river,NA,NA,2,0.052631579,0.105263158,0,0.058641975,0.055393586,0.333333333,-2.016064257,2.016064257,1.77E-17,8,10,dv,1,1,high,high,652.4584327,1624.808346,972.3499133,NA,3,17,14_br_17,2007,3,30,2,889,2 _ 2007
river_2009,M,2009,river,187,40,3,0.071428571,0.071428571,0,0.076502732,0.081871345,1,-1.48,1.48,0.648122647,1,1,dv,1,1,low,low,656.7164548,1696.690683,1039.974228,25.99935571,5,17,14_br_17,2009,6,25,2,895,2 _ 2009
river_2009,M,2009,river,181,46,3,0.071428571,0.071428571,0,0.076502732,0.081871345,1,-1.48,1.48,0.648122647,1,1,dv,1,1,low,low,387.7313014,1473.768703,1086.037402,23.60950873,5,17,14_br_17,2009,6,25,2,390,2 _ 2009
river_2009,M,2009,river,181,46,3,0.071428571,0.071428571,0,0.076502732,0.081871345,1,-1.48,1.48,0.648122647,1,1,dv,1,1,low,low,523.3203352,1736.337186,1213.016851,26.36993154,5,17,14_br_17,2009,6,25,2,975,2 _ 2009
mm_2006,M,2006,mm,NA,NA,4,0.307692308,0.230769231,0.022222222,0.393939394,0.138297872,0.238095238,-2.198275862,2.198275862,0.78112692,20,32,uv,1,0,low,low,403.399331,1202.951156,799.551825,NA,2,26,14_mm_26,2006,4,11,49,561,49 _ 2006
mm_2006,M,2006,mm,NA,NA,4,0.307692308,0.230769231,0.022222222,0.393939394,0.138297872,0.238095238,-2.198275862,2.198275862,0.78112692,20,32,uv,1,1,low,low,335.9456309,1126.200711,790.2550801,NA,2,26,14_mm_26,2006,4,11,49,184,49 _ 2006
mm_2006,M,2006,mm,NA,NA,4,0.307692308,0.230769231,0.022222222,0.393939394,0.138297872,0.238095238,-2.198275862,2.198275862,0.78112692,20,32,uv,1,1,low,low,357.5199962,1164.835738,807.3157418,NA,2,26,14_mm_26,2006,4,11,49,449,49 _ 2006
mm_2006,M,2006,mm,NA,NA,4,0.307692308,0.230769231,0.022222222,0.393939394,0.138297872,0.238095238,-2.198275862,2.198275862,0.78112692,20,32,uv,1,0,low,low,323.6511217,1125.884884,802.2337623,NA,2,26,14_mm_26,2006,4,11,49,695,49 _ 2006
mm_2007,M,2007,mm,181,46,2,0.333333333,0.285714286,0.025729725,0.403846154,0.182608696,0.320512821,-2.230769231,2.230769231,0.586656074,7,24,uv,1,1,low,low,583.2460111,1824.933933,1241.687922,26.99321569,3,30,14_mm_30,2007,2,22,49,237,49 _ 2007
mm_2007,F,2007,mm,181,46,2,0.333333333,0.285714286,0.025729725,0.403846154,0.182608696,0.320512821,-2.230769231,2.230769231,0.586656074,7,24,uv,1,0,low,low,512.1958335,1580.999387,1068.803554,23.23485986,3,30,14_mm_30,2007,2,22,49,233,49 _ 2007
mm_2006,M,2006,mm,NA,NA,7,0.307692308,0.230769231,0.040883191,0.419354839,0.138297872,0.285714286,-2.198275862,2.198275862,0.729693838,23,22,uv,1,0,low,low,370.2825723,1149.831238,779.5486657,NA,2,31,14_mm_31,2006,2,11,87,1041,87 _ 2006
mm_2006,M,2006,mm,NA,NA,7,0.307692308,0.230769231,0.040883191,0.419354839,0.138297872,0.285714286,-2.198275862,2.198275862,0.729693838,23,22,uv,1,1,low,low,389.6719258,1250.368524,860.6965982,NA,2,31,14_mm_31,2006,2,11,87,636,87 _ 2006
mm_2006,M,2006,mm,NA,NA,7,0.307692308,0.230769231,0.040883191,0.419354839,0.138297872,0.285714286,-2.198275862,2.198275862,0.729693838,23,22,uv,1,1,low,low,276.1193049,951.2043695,675.0850646,NA,2,31,14_mm_31,2006,2,11,87,828,87 _ 2006
mm_2006,M,2006,mm,NA,NA,7,0.307692308,0.230769231,0.040883191,0.419354839,0.138297872,0.285714286,-2.198275862,2.198275862,0.729693838,23,22,uv,1,1,low,low,377.9768521,1214.934778,836.9579259,NA,2,31,14_mm_31,2006,2,11,87,384,87 _ 2006
mm_2006,M,2006,mm,NA,NA,7,0.307692308,0.230769231,0.040883191,0.419354839,0.138297872,0.285714286,-2.198275862,2.198275862,0.729693838,23,22,uv,1,1,low,low,387.61307,1238.955884,851.342814,NA,2,31,14_mm_31,2006,2,11,87,182,87 _ 2006
mm_2006,F,2006,mm,NA,NA,7,0.307692308,0.230769231,0.040883191,0.419354839,0.138297872,0.285714286,-2.198275862,2.198275862,0.729693838,23,22,uv,1,1,low,low,297.6365599,1031.339724,733.7031641,NA,2,31,14_mm_31,2006,2,11,87,181,87 _ 2006
mm_2006,F,2006,mm,NA,NA,7,0.307692308,0.230769231,0.040883191,0.419354839,0.138297872,0.285714286,-2.198275862,2.198275862,0.729693838,23,22,uv,1,1,low,low,330.4446903,1057.89605,727.4513597,NA,2,31,14_mm_31,2006,2,11,87,188,87 _ 2006
mm_2007,F,2007,mm,NA,NA,6,0.380952381,0.380952381,0.003086287,0.428571429,0.181034483,0.333333333,-2.230769231,2.230769231,0.772857599,20,15,uv,1,1,low,low,464.8631782,1377.593644,912.7304658,NA,3,25,14_mm_25,2007,8,22,87,1002,87 _ 2007
mm_2007,M,2007,mm,181,46,6,0.380952381,0.380952381,0.003086287,0.428571429,0.181034483,0.333333333,-2.230769231,2.230769231,0.772857599,20,15,uv,1,1,low,low,539.2590227,1800.314714,1261.055691,27.41425416,3,25,14_mm_25,2007,8,22,87,997,87 _ 2007
mm_2007,M,2007,mm,181,46,6,0.380952381,0.380952381,0.003086287,0.428571429,0.181034483,0.333333333,-2.230769231,2.230769231,0.772857599,20,15,uv,1,1,low,low,476.7282067,1656.378168,1179.649961,25.64456438,3,25,14_mm_25,2007,8,22,87,497,87 _ 2007
mm_2007,F,2007,mm,181,46,6,0.380952381,0.380952381,0.003086287,0.428571429,0.181034483,0.333333333,-2.230769231,2.230769231,0.772857599,20,15,uv,1,1,low,low,456.5017595,1622.25365,1165.751891,25.3424324,3,25,14_mm_25,2007,8,22,87,516,87 _ 2007
mm_2007,F,2007,mm,181,46,6,0.380952381,0.380952381,0.003086287,0.428571429,0.181034483,0.333333333,-2.230769231,2.230769231,0.772857599,20,15,uv,0,0,low,low,397.8902709,1411.075548,1013.185277,22.02576689,3,25,14_mm_25,2007,8,22,87,700,87 _ 2007
mm_2007,F,2007,mm,181,46,6,0.380952381,0.380952381,0.003086287,0.428571429,0.181034483,0.333333333,-2.230769231,2.230769231,0.772857599,20,15,uv,1,0,low,low,502.5675036,1086.529005,583.9615014,12.69481525,3,25,14_mm_25,2007,8,22,87,793,87 _ 2007
mm_2008,M,2008,mm,NA,NA,5,0.148148148,0.111111111,0.07190135,0.144385027,0.07826087,0.142857143,-2.615384615,2.615384615,0.165175409,4,6,uv,1,1,low,high,159.8749144,753.3030359,593.4281215,NA,4,26,14_mm_26,2008,11,25,87,465,87 _ 2008
mm_2008,M,2008,mm,NA,NA,5,0.148148148,0.111111111,0.07190135,0.144385027,0.07826087,0.142857143,-2.615384615,2.615384615,0.165175409,4,6,uv,1,0,low,high,167.8964105,761.2366955,593.340285,NA,4,26,14_mm_26,2008,11,25,87,632,87 _ 2008
mm_2008,F,2008,mm,202,25,5,0.148148148,0.111111111,0.07190135,0.144385027,0.07826087,0.142857143,-2.615384615,2.615384615,0.165175409,4,6,uv,1,0,low,high,277.3401052,659.633013,382.2929078,15.29171631,4,26,14_mm_26,2008,11,25,87,267,87 _ 2008
